32.98225,37.41521609,425.647053
33.98011615,40.42276562,463.1033293
33.73261178,37.53594482,449.3190874
35.34219591,39.90756179,479.7747611
31.30743759,39.93950529,443.83667
26.81127949,40.49921642,422.7711192
33.21343053,39.3323291,456.7013084
35.54532083,39.49790255,475.5499014
35.26176841,36.35059536,457.3767149
26.75826301,36.40669375,397.0004384
28.30022989,36.45518269,404.5798071
29.37408171,39.61701104,430.2432252
33.28193177,38.13089416,446.777377
34.7324439,39.20479963,463.3950714
28.88705741,36.05344367,415.2077982
33.160445,39.64114329,461.5680763
29.83370476,37.92870845,427.1979627
28.47611344,36.37990584,411.6002871
33.42220067,38.66429704,459.3047093
28.92933808,37.25116417,413.6973624
