8.267923365,0.587375778,1.973532971,21.46900453
3.766317587,0.697979555,5.868936494,28.71082572
7.115950546,0.565746985,9.605716201,47.01674389
9.392649895,8.239901763,0.509809325,37.32970078
3.134433816,4.155039824,8.946370309,47.51943692
3.42254017,0.620487746,7.439733871,33.61764126
2.082260325,7.773219829,2.064297051,30.32539869
6.716591398,2.730743178,0.546776015,19.34958872
5.098495897,8.046844085,8.61562347,59.24225739
9.464123848,7.169890105,8.377416725,62.97878121
3.514629935,1.706173759,0.055332669,9.998086592
6.105219456,6.850581297,2.946520043,37.43411999
8.478313041,3.337725107,8.354560602,51.66348543
5.555058228,8.487193226,2.163221816,37.90445602
2.901933246,3.297127492,3.203392244,24.36892657
3.884976103,7.664596262,1.152671544,29.59008211
0.187065281,4.131849694,9.977776257,46.56561833
9.439339241,0.960660628,5.237441411,35.95825527
5.80705518,9.750820801,6.095568951,55.61167524
9.835169184,2.700764402,1.951793877,29.18273788
7.846164957,4.992058004,7.411750925,51.4781099
0.890421018,1.919722611,2.773879667,16.204183
1.785255912,8.014812307,3.404250784,35.28373467
2.297283235,9.209694276,3.042710997,37.80762085
2.338108518,4.942385714,6.055396281,37.89055779
7.983967403,3.550467645,6.540991179,44.91983062
1.641704628,5.179250148,5.268922438,34.57999365
4.825923139,7.102502321,1.440151732,30.66791569
1.304464663,0.634539375,9.714860504,38.5166987
9.491527148,4.554857154,7.995858517,55.03570303
4.537880428,8.751964162,9.969706758,65.01281006
6.709419841,8.321261205,3.233058493,43.12616579
6.711576929,2.778341505,9.422194931,51.32494382
9.725245441,1.295338013,7.792489009,46.4236236
7.755286701,2.699295088,4.164778705,33.87901938
7.957585314,8.451758571,0.770394496,36.56249852
7.559709297,3.288180014,7.42518829,46.7686679
6.155566541,6.660250888,1.275771417,31.03313794
8.826101897,5.398828565,6.775013326,51.75005307
2.123707931,3.504417532,3.347092242,24.19522188
7.835047796,9.337115159,7.439813549,62.55450656
8.173311465,0.350590038,2.044028111,20.9754196
5.922349008,4.542268498,4.650558485,37.42630871
1.564582696,9.914647864,8.285892426,57.27116191
0.941995339,7.214264074,0.043070964,19.8762256
1.855225138,1.16282292,5.221066176,24.57972078
3.841409653,1.408091564,6.969798573,34.57664759
1.123789277,2.571082894,6.219248072,30.58505157
8.525548361,5.7170261,1.245080645,32.23377099
5.969828517,4.569184276,1.062288089,24.68658295
